Water,41.2,TopLayer,32.0,Bun,32.0,En,4623394.30000002,print,45.1,A,2.6,B,41,chushi,98         
Water,41.2,TopLayer,32.0,Bun,32.9,En,4623751.00000002,print,110.7,A,2.8,B,41,chushi,98        
Water,41.2,TopLayer,32.0,Bun,32.9,En,4624193.80000002,print,110.7,A,2.9,B,41,chushi,98        
Water,41.2,TopLayer,32.0,Bun,32.9,En,4624747.30000002,print,110.7,A,3.1,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.8,En,4625190.10000002,print,110.7,A,3.2,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.8,En,4625743.60000002,print,110.7,A,3.4,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.8,En,4626407.80000002,print,110.7,A,3.6,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.7,En,4627072.00000002,print,110.7,A,3.8,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.7,En,4627736.20000002,print,110.7,A,4,B,41,chushi,98          
Water,41.1,TopLayer,32.0,Bun,32.7,En,4628289.70000002,print,110.7,A,4.1,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.6,En,4628953.90000003,print,110.7,A,4.3,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.6,En,4629396.70000003,print,110.7,A,4.4,B,41,chushi,98        
Water,41.1,TopLayer,32.0,Bun,32.6,En,4630171.60000003,print,184.5,A,4.6,B,41,chushi,98        
Water,41.0,TopLayer,32.0,Bun,32.5,En,4631278.60000003,print,184.5,A,4.8,B,41,chushi,98        
Water,41.0,TopLayer,32.0,Bun,160.5,En,4632201.10000003,print,184.5,A,4.9,B,41,chushi,98       
Water,41.0,TopLayer,32.0,Bun,32.5,En,4633308.10000003,print,184.5,A,5.1,B,41,chushi,98        
Water,41.0,TopLayer,32.0,Bun,32.5,En,4634046.10000003,print,184.5,A,5.2,B,41,chushi,98        
Water,41.0,TopLayer,32.0,Bun,32.5,En,4634968.60000003,print,184.5,A,5.4,B,41,chushi,98        
Water,41.0,TopLayer,32.0,Bun,32.5,En,4635891.10000003,print,184.5,A,5.5,B,41,chushi,98        
Water,41.0,TopLayer,32.0,Bun,32.5,En,4636813.60000003,print,184.5,A,5.7,B,41,chushi,98        
Water,41.9,TopLayer,32.0,Bun,32.5,En,4637920.60000003,print,184.5,A,5.8,B,41,chushi,98        
Water,41.9,TopLayer,32.0,Bun,32.5,En,4638843.10000003,print,184.5,A,6,B,41,chushi,98          
Water,41.9,TopLayer,32.0,Bun,31.4,En,4639765.60000003,print,184.5,A,6.09999999999999,B,41,chushi,98                           
Water,41.9,TopLayer,32.0,Bun,31.4,En,4640897.20000003,print,254.2,A,6.29999999999999,B,41,chushi,98                           
Water,553.9,TopLayer,32.0,Bun,31.4,En,4642422.40000003,print,254.2,A,6.49999999999999,B,41,chushi,98                          
Water,41.8,TopLayer,32.0,Bun,31.4,En,4643947.60000003,print,254.2,A,0.1,B,41,chushi,98        
Water,41.8,TopLayer,40.0,Bun,31.4,En,4645472.80000003,print,254.2,A,0.3,B,41,chushi,98        
Water,41.8,TopLayer,32.0,Bun,31.4,En,4646743.80000003,print,254.2,A,0.4,B,41,chushi,98        
Water,45.8,TopLayer,32.0,Bun,31.3,En,4648269.00000003,print,254.2,A,0.6,B,41,chushi,98        
Water,41.8,TopLayer,32.0,Bun,31.3,En,4649285.80000003,print,254.2,A,0.7,B,41,chushi,98        
Water,41.8,TopLayer,32.0,Bun,31.3,En,4650556.80000003,print,254.2,A,0.9,B,41,chushi,98        
