Water,35.6,TopLayer,36.5,Bun,31.5                             
Water,35.6,TopLayer,36.5,Bun,31.5                             
Water,35.8,TopLayer,36.5,Bun,31.5                             
Water,35.8,TopLayer,36.5,Bun,31.5                             
Water,35.8,TopLayer,36.5,Bun,1055.5                           
Water,35.1,TopLayer,36.5,Bun,31.5                             
Water,35.1,TopLayer,36.5,Bun,31.5                             
Water,35.1,TopLayer,36.5,Bun,31.5                             
Water,35.3,TopLayer,36.5,Bun,31.5                             
Water,35.3,TopLayer,36.5,Bun,31.5                             
Water,35.3,TopLayer,36.5,Bun,31.5                             
Water,35.4,TopLayer,36.7,Bun,31.5                             
Water,35.4,TopLayer,36.5,Bun,31.5                             
Water,35.4,TopLayer,36.5,Bun,31.5                             
Water,36.6,TopLayer,36.5,Bun,31.5                             
Water,36.6,TopLayer,36.5,Bun,31.5                             
Water,36.6,TopLayer,36.5,Bun,31.5                             
Water,36.7,TopLayer,36.5,Bun,31.5                             
Water,36.7,TopLayer,36.5,Bun,31.5                             
Water,36.8,TopLayer,36.5,Bun,31.5                             
Water,36.8,TopLayer,36.5,Bun,63.5                             
Water,36.8,TopLayer,36.5,Bun,31.5                             
Water,36.8,TopLayer,36.5,Bun,31.6                             
Water,36.1,TopLayer,1060.5,Bun,31.5                           
Water,36.1,TopLayer,36.6,Bun,31.5                             
Water,36.1,TopLayer,36.5,Bun,31.6                             
Water,36.3,TopLayer,36.5,Bun,31.5                             
Water,36.3,TopLayer,36.5,Bun,31.5                             
Water,36.3,TopLayer,36.5,Bun,31.5                             
Water,2085.5,TopLayer,36.5,Bun,31.5                           
Water,37.5,TopLayer,36.5,Bun,31.5                             
Water,37.5,TopLayer,36.7,Bun,31.5                             
Water,37.8,TopLayer,36.5,Bun,31.5                             
Water,37.7,TopLayer,100.5,Bun,31.5                            
Water,37.7,TopLayer,36.5,Bun,31.5                             
Water,37.8,TopLayer,36.5,Bun,31.5                             
Water,37.8,TopLayer,36.5,Bun,31.5                             
Water,37.8,TopLayer,36.5,Bun,31.5                             
Water,37.0,TopLayer,36.5,Bun,31.5                             
Water,37.0,TopLayer,36.5,Bun,31.5                             
Water,37.1,TopLayer,36.5,Bun,31.5                             
Water,37.1,TopLayer,36.5,Bun,31.5                             
Water,37.1,TopLayer,36.5,Bun,31.5                             
Water,37.3,TopLayer,36.7,Bun,31.5                             
Water,37.3,TopLayer,36.5,Bun,31.5                             
Water,39.4,TopLayer,36.5,Bun,31.6                             
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.4,TopLayer,100.5,Bun,31.5                            
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.4,TopLayer,36.5,Bun,31.5                             
Water,37.3,TopLayer,36.6,Bun,31.5                             
Water,37.3,TopLayer,36.5,Bun,31.5                             
Water,37.3,TopLayer,36.5,Bun,31.5                             
Water,37.3,TopLayer,36.5,Bun,32.5                             
Water,37.3,TopLayer,36.5,Bun,31.5                             
Water,37.3,TopLayer,36.5,Bun,31.5                             
Water,37.2,TopLayer,36.5,Bun,31.5                             
Water,37.2,TopLayer,36.5,Bun,31.5                             
Water,37.2,TopLayer,36.5,Bun,31.5                             
