Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.5,Bun,83.9                            
Water,100.7,TopLayer,79.6,Bun,83.9                            
Water,100.7,TopLayer,79.6,Bun,83.0                            
Water,100.7,TopLayer,79.5,Bun,83.0                            
Water,100.7,TopLayer,79.5,Bun,83.0                            
Water,100.7,TopLayer,79.5,Bun,83.0                            
Water,100.8,TopLayer,79.5,Bun,83.0                            
Water,100.7,TopLayer,79.5,Bun,83.0                            
Water,100.7,TopLayer,79.5,Bun,83.0                            
Water,100.7,TopLayer,79.5,Bun,83.0                            
Water,100.6,TopLayer,80.5,Bun,83.0                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.0                            
Water,100.6,TopLayer,79.5,Bun,83.0                            
Water,100.6,TopLayer,79.5,Bun,83.0                            
Water,100.9,TopLayer,79.5,Bun,83.0                            
Water,100.6,TopLayer,79.5,Bun,83.0                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.8,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.1                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.6,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.8,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.6,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.2                            
Water,100.6,TopLayer,79.5,Bun,83.3                            
Water,100.6,TopLayer,79.5,Bun,83.3                            
Water,100.6,TopLayer,79.5,Bun,83.3                            
Water,100.6,TopLayer,79.5,Bun,83.3                            
Water,100.6,TopLayer,79.5,Bun,83.3                            
Water,100.6,TopLayer,79.5,Bun,83.3                            
Water,100.7,TopLayer,79.5,Bun,83.3                            
Water,100.7,TopLayer,79.5,Bun,83.3                            
Water,100.7,TopLayer,79.5,Bun,83.3                            
Water,100.7,TopLayer,79.5,Bun,83.4                            
Water,100.7,TopLayer,79.5,Bun,83.4                            
Water,100.7,TopLayer,79.5,Bun,83.4                            
Water,100.8,TopLayer,79.5,Bun,83.4                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.7,TopLayer,79.5,Bun,84.5                            
Water,100.7,TopLayer,79.5,Bun,84.5                            
Water,100.7,TopLayer,79.5,Bun,84.7                            
Water,100.7,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,1103.5,Bun,84.5                          
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.9,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.9,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,591.5,Bun,84.5                           
Water,100.8,TopLayer,79.5,Bun,84.5                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.9,TopLayer,79.5,Bun,84.6                            
Water,100.9,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.6,Bun,84.6                            
Water,100.8,TopLayer,79.6,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.7,TopLayer,79.5,Bun,84.6                            
Water,100.7,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.8                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.8                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.5,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.1,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.9,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.8,TopLayer,79.0,Bun,84.6                            
Water,100.7,TopLayer,79.0,Bun,84.6                            
Water,100.7,TopLayer,79.0,Bun,84.6                            
Water,100.7,TopLayer,79.0,Bun,84.6                            
Water,100.7,TopLayer,79.0,Bun,84.6                            
Water,100.7,TopLayer,79.0,Bun,84.6                            
Water,100.7,TopLayer,79.0,Bun,84.6                            
Water,100.6,TopLayer,79.0,Bun,84.6                            
Water,100.6,TopLayer,79.0,Bun,84.6                            
Water,100.6,TopLayer,79.0,Bun,84.6                            
Water,100.6,TopLayer,79.2,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.9,TopLayer,79.0,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.6,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.1,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,84.7                            
Water,100.7,TopLayer,79.0,Bun,84.5                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.7,TopLayer,79.0,Bun,83.4                            
Water,100.8,TopLayer,79.0,Bun,83.4                            
Water,100.9,TopLayer,79.0,Bun,83.4                            
Water,100.8,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,100.8,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,612.7,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,100.7,TopLayer,79.0,Bun,83.3                            
Water,100.6,TopLayer,79.0,Bun,83.3                            
Water,100.6,TopLayer,79.0,Bun,83.3                            
Water,100.6,TopLayer,79.0,Bun,83.3                            
Water,100.6,TopLayer,79.0,Bun,83.2                            
Water,100.6,TopLayer,79.0,Bun,83.2                            
Water,100.6,TopLayer,79.0,Bun,83.2                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.1,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.8,TopLayer,79.0,Bun,83.1                            
Water,100.8,TopLayer,79.0,Bun,83.1                            
Water,100.8,TopLayer,79.0,Bun,83.1                            
Water,100.8,TopLayer,79.0,Bun,83.1                            
Water,100.8,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,1103.0,Bun,83.1                          
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.9,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.3                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.6,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,79.1,Bun,83.1                            
Water,100.9,TopLayer,80.5,Bun,83.1                            
Water,100.6,TopLayer,80.5,Bun,83.1                            
Water,100.6,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.7,TopLayer,79.0,Bun,83.1                            
Water,100.7,TopLayer,80.5,Bun,83.1                            
Water,100.7,TopLayer,80.5,Bun,83.1                            
Water,100.7,TopLayer,80.5,Bun,83.1                            
Water,100.7,TopLayer,80.5,Bun,83.1                            
Water,100.7,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.6,Bun,83.1                            
Water,100.8,TopLayer,80.7,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.9,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.1                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.9,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.8,TopLayer,80.5,Bun,83.0                            
Water,100.9,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.6,Bun,83.9                            
Water,100.8,TopLayer,80.5,Bun,83.9                            
Water,100.8,TopLayer,80.6,Bun,83.9                            
